County,State,Perc_Female,Perc_Black,Perc_Asian,Perc_Hispanic,Perc_White,Median_Age
Caldwell County Kentucky,Kentucky,51.8,5.1,0.3,1,92.8,44.1
Caldwell County North Carolina,North Carolina,50.8,4.9,0.5,4.6,90.2,42.3
Caldwell County Missouri,Missouri,49.8,0.4,0.2,1.5,96.5,42.2
Caldwell County Texas,Texas,49.6,6.8,0.9,47.1,75.8,36.5
Caldwell Parish Louisiana,Louisiana,48.8,17.2,0.2,2.2,81.1,41.4
Caledonia County Vermont,Vermont,50.3,0.5,0.8,1.1,96.5,43.9
Calhoun County Mississippi,Mississippi,52.2,27.7,0.1,5.4,67.5,40.9
Calhoun County Alabama,Alabama,51.8,20.6,0.7,3.3,74.9,39.6
Calhoun County Iowa,Iowa,51.4,0.2,0.2,0.9,98.5,49
Calhoun County South Carolina,South Carolina,51.3,42.6,0.2,3,53.9,44.6
Calhoun County Michigan,Michigan,51.1,10.9,1.6,4.5,82.2,40.3
Calhoun County Illinois,Illinois,50.3,0.1,0.2,0.8,98.9,45.1
Calhoun County West Virginia,West Virginia,49.9,0.2,0.2,0.7,98.4,45.5
Calhoun County Texas,Texas,49.3,2.6,4.4,46.4,81.5,38.8
Calhoun County Arkansas,Arkansas,49.3,22.2,0.2,2.8,74.5,44.6
Calhoun County Florida,Florida,45.6,13.8,0.5,5.2,80.8,41.6
Calhoun County Georgia,Georgia,40.9,61.3,0.4,3.9,34.7,40.5
Callahan County Texas,Texas,51.2,1,0.4,7.6,93.9,43.5
Callaway County Missouri,Missouri,48.6,4.6,0.6,1.6,92,38.6
Calloway County Kentucky,Kentucky,51.8,3.7,1.8,2.4,92,35.1
Calumet County Wisconsin,Wisconsin,49.9,0.5,2.1,3.5,94.3,39
Calvert County Maryland,Maryland,50.7,13.4,1.4,2.7,81.4,40.8
Camas County Idaho,Idaho,47.9,0.3,0.1,6.7,94.1,43.5
Cambria County Pennsylvania,Pennsylvania,50.6,3.6,0.5,1.4,94.1,45.7
Camden County New Jersey,New Jersey,51.8,19.6,5.1,14.2,65.3,39.4
Camden County Missouri,Missouri,50.3,0.4,0.4,2.3,96.5,49.1
Camden County North Carolina,North Carolina,49.8,13.2,1.5,2.2,82.1,40.4
Camden County Georgia,Georgia,49.4,19.4,1.4,5.1,74.4,33.5
Cameron County Texas,Texas,51.9,0.5,0.7,88.1,87,32.3
Cameron County Pennsylvania,Pennsylvania,50.9,0.3,0.3,0.4,98.3,48.8
Cameron Parish Louisiana,Louisiana,50.4,1.7,0.1,2.3,95.7,40.4
Camp County Texas,Texas,50.9,17.4,0.5,21.4,67.8,39.4
Campbell County Virginia,Virginia,51.3,14.2,1,1.7,82.1,42.4
Campbell County Tennessee,Tennessee,51.2,0.3,0.3,1.2,97.7,43
Campbell County Kentucky,Kentucky,51,2.5,0.8,1.7,94.3,38.5
Campbell County South Dakota,South Dakota,49.2,0.1,0.3,1.4,98.3,50.3
Campbell County Wyoming,Wyoming,47.4,0.3,0.6,7.8,93.2,31.9
Camuy Municipio Puerto Rico,Puerto Rico,51.5,4.1,0.1,99.4,87.9,38.5
Canadian County Oklahoma,Oklahoma,50.4,2.5,3,6.7,83.1,36.5
Candler County Georgia,Georgia,50.6,24.4,0.5,11.2,65.9,39
Can’_vanas Municipi Puerto Rico,Puerto Rico,51.4,21.6,0.2,99.2,61.2,36.3
Cannon County Tennessee,Tennessee,50.5,1.2,0.1,1.5,96.6,42.7
Canyon County Idaho,Idaho,50.5,0.6,0.8,23.9,83,32.3
Cape Girardeau County Missouri,Missouri,51.6,7,1.2,2,88.7,37.7
Cape May County New Jersey,New Jersey,51.4,4.7,0.9,6.2,89.8,48.7
Carbon County Pennsylvania,Pennsylvania,50.7,1.5,0.5,3.3,95.8,44.9
Carbon County Utah,Utah,50.4,0.4,0.6,12.4,92.3,35.2
Carbon County Montana,Montana,49.3,0.3,0.2,1.9,97.2,48.3
Carbon County Wyoming,Wyoming,46.2,0.7,0.7,16.8,88.8,39.7
Caribou County Idaho,Idaho,49.6,0.1,0.2,4.8,95.3,38.9
Carlisle County Kentucky,Kentucky,51.2,0.8,0.3,1.6,97.2,43.6
Carlton County Minnesota,Minnesota,48,1.4,0.5,1.4,89.7,41.8
Carolina Municipio Puerto Rico,Puerto Rico,53.7,22.8,0.4,98.6,64.3,40.2
Caroline County Maryland,Maryland,51.2,13.9,0.6,5.5,79.8,39.8
Caroline County Virginia,Virginia,50.8,29.3,0.6,3.4,65.3,39.5
Carroll County Tennessee,Tennessee,51.7,10.1,0.2,2.1,86.8,43.5
Carroll County Georgia,Georgia,51.3,18.2,0.8,6.2,75.6,34.4
Carroll County Iowa,Iowa,51.3,0.4,0.4,1.6,97.3,44
Carroll County Missouri,Missouri,51.2,1.7,0.1,1.3,96.6,43
Carroll County Arkansas,Arkansas,50.7,0.4,0.6,12.7,89.6,45.4
Carroll County Virginia,Virginia,50.7,0.6,0.2,2.6,97.1,45.9
Carroll County Maryland,Maryland,50.6,3.2,1.4,2.6,92.9,42.1
Carroll County New Hampshire,New Hampshire,50.5,0.3,0.6,1,97.5,48.8
Carroll County Ohio,Ohio,50.1,0.5,0.2,0.8,97.8,44.2
Carroll County Mississippi,Mississippi,50,32.7,0.2,1,65.6,44.8
Carroll County Illinois,Illinois,49.9,0.8,0.3,2.8,96.9,47.7
Carroll County Indiana,Indiana,49.9,0.2,0.1,3.5,96.8,41.9
Carroll County Kentucky,Kentucky,49.1,1.5,0.6,7.3,92.1,38.6
Carson City Nevada,Nevada,48.1,1.9,2.1,21.3,81.1,43.3
Carson County Texas,Texas,50.8,0.6,0.3,8.5,93.9,42.9
Carter County Oklahoma,Oklahoma,51.2,6.7,1.1,5.3,74.4,39.4
Carter County Missouri,Missouri,51.2,0.1,0.1,1.7,96.6,41.5
Carter County Tennessee,Tennessee,51.1,1.3,0.3,1.5,96.4,43.4
Carter County Kentucky,Kentucky,50.2,0.5,0.2,1.2,97.8,40.5
Carter County Montana,Montana,49.5,0.1,0.1,0.7,97.8,51.4
Carteret County North Carolina,North Carolina,50.6,6.1,0.9,3.4,89.3,47.2
Carver County Minnesota,Minnesota,50.3,1.2,2.7,3.9,92.8,37
Cascade County Montana,Montana,50.1,1.2,0.8,3.3,89.2,40.6
Casey County Kentucky,Kentucky,51.2,0.5,0.2,2.4,97.2,41.6
Cass County Texas,Texas,51.5,17.4,0.3,3.5,79,44.3
Cass County Missouri,Missouri,51.2,3.5,0.6,4,91.7,39
Cass County Iowa,Iowa,51.1,0.3,0.2,1.8,97.7,46.8
Cass County Michigan,Michigan,50.1,5.4,0.6,3,88.9,43.4
Cass County Indiana,Indiana,50,1.5,1.1,12.6,88.2,40.3
Cass County Illinois,Illinois,49.9,3.1,0.3,16.8,86.3,40.5
Cass County Nebraska,Nebraska,49.8,0.3,0.3,2.4,96.9,42.1
Cass County North Dakota,North Dakota,49.6,2.3,2.4,2,91.7,32.2
Cass County Minnesota,Minnesota,48.9,0.2,0.3,1.2,85.9,47.3
Cassia County Idaho,Idaho,49.4,0.3,0.5,24.9,81.8,33.1
Castro County Texas,Texas,49.3,2,0.4,59.9,68.6,34.3
Caswell County North Carolina,North Carolina,49.1,33.8,0.3,3.1,62.5,45.7
Catahoula Parish Louisiana,Louisiana,47.1,31.5,0,0.9,67.1,41.7
Cata’±o Municipi Puerto Rico,Puerto Rico,52.6,14.4,0.3,99,70.7,37.2
Catawba County North Carolina,North Carolina,51,8.4,3.5,8.4,81.7,40.6
Catoosa County Georgia,Georgia,51.5,2.2,1.2,2.3,93.6,39.7
Catron County New Mexico,New Mexico,47.7,0.4,0.2,19,89.8,55.3
Cattaraugus County New York,New York,50.5,1.3,0.7,1.7,92.9,41.6
Cavalier County North Dakota,North Dakota,48.8,0.1,0.2,0.6,97.7,50.9
Cayey Municipio Puerto Rico,Puerto Rico,51.6,8.3,0.1,99.3,79.9,38.6
Cayuga County New York,New York,49,4,0.5,2.4,92.5,43.1
Cecil County Maryland,Maryland,50.3,6.2,1.1,3.4,89.2,39.5
Cedar County Missouri,Missouri,50.8,0.1,0.3,1.5,96.9,46.2
Cedar County Iowa,Iowa,50.5,0.3,0.5,1.5,97.8,43.6
Cedar County Nebraska,Nebraska,49.2,0.1,0.1,1.3,98.3,46
Ceiba Municipio Puerto Rico,Puerto Rico,52.7,16.5,0.1,98.8,70.6,39.2
Centre County Pennsylvania,Pennsylvania,48.2,3,5.2,2.4,89.4,30.2
Cerro Gordo County Iowa,Iowa,51.2,1.3,0.9,3.8,95,45.4
Chaffee County Colorado,Colorado,46.9,1.5,0.6,9.4,93.2,49.8
Chambers County Alabama,Alabama,52.2,38.7,0.5,1.6,58.8,43.4
Chambers County Texas,Texas,49.7,8.2,1,18.9,78.6,36.3
Champaign County Ohio,Ohio,50.5,2.2,0.4,1.1,94.7,40.6
Champaign County Illinois,Illinois,50.1,12.4,8.9,5.3,73.4,30.2
Chariton County Missouri,Missouri,50.7,2,0.1,0.5,96.7,46.9
Charles City County Virginia,Virginia,50.8,48.4,0.3,1.2,40.9,47.2
Charles County Maryland,Maryland,51.7,41,3,4.3,50.3,38.4
Charles Mix County South Dakota,South Dakota,50.5,0.1,0.2,1.7,65,39.2
Charleston County South Carolina,South Carolina,51.5,29.8,1.3,5.4,64.2,37.4
Charlevoix County Michigan,Michigan,50.8,0.3,0.4,1.4,95.6,46.3
Charlotte County Florida,Florida,51.4,5.7,1.2,5.8,90,56.9
Charlotte County Virginia,Virginia,50.9,29.8,0.2,1.9,67.3,45.1
Charlottesville city Virginia,Virginia,52.3,19.4,6.4,5.1,69.1,28
Charlton County Georgia,Georgia,43.7,28.5,0.6,2.5,68.6,40
Chase County Nebraska,Nebraska,50.5,0.1,0.1,11.1,91.9,45.8
Chase County Kansas,Kansas,49,1.2,0.3,3.6,95.4,47.5
Chatham County Georgia,Georgia,51.8,40.1,2.4,5.4,52.8,35.4
Chatham County North Carolina,North Carolina,51.7,13.2,1.1,13,76,45.1
Chattahoochee County Georgia,Georgia,37.5,18.8,2.2,12.4,68.8,26.6
Chattooga County Georgia,Georgia,48.1,11.1,0.4,4,83.9,41.5
Chautauqua County New York,New York,50.7,2.4,0.5,6.1,92.6,42.3
Chautauqua County Kansas,Kansas,49.3,0.4,0.1,2.4,90.8,49.6
Chaves County New Mexico,New Mexico,50.5,2,0.6,52,70.9,36.4
Cheatham County Tennessee,Tennessee,50,1.4,0.4,2.3,95.6,39.9
Cheboygan County Michigan,Michigan,50.2,0.5,0.3,0.8,93.5,48
Chelan County Washington,Washington,50.1,0.3,0.8,25.8,79.3,40.5
Chemung County New York,New York,50.3,6.6,1.2,2.5,88.7,42.4
Chenango County New York,New York,50.2,0.7,0.4,1.8,96.9,43.9
Cherokee County South Carolina,South Carolina,51.5,20.4,0.6,3.7,75,39.1
Cherokee County North Carolina,North Carolina,51.4,1.3,0.5,2.5,93.6,49.4
Cherokee County Iowa,Iowa,50.7,0.5,0.5,2.3,96.6,47.8
Cherokee County Georgia,Georgia,50.6,5.7,1.7,9.6,86.6,37.1
Cherokee County Oklahoma,Oklahoma,50.6,1.3,0.6,6.3,52.3,35.7
Cherokee County Alabama,Alabama,50.4,4.6,0.2,1.2,92.7,44.9
Cherokee County Kansas,Kansas,50.3,0.5,0.3,2,90.3,41.7
Cherokee County Texas,Texas,49.2,14.7,0.5,20.6,71.7,38.5
Cherry County Nebraska,Nebraska,50.2,0.2,0.4,1.7,90.7,47.1
Chesapeake city Virginia,Virginia,51.4,29.8,2.9,4.4,62.6,38.4
Cheshire County New Hampshire,New Hampshire,51.2,0.5,1.2,1.4,96.3,41.4
Chester County Tennessee,Tennessee,51.7,9.2,0.4,2,87.7,37
Chester County South Carolina,South Carolina,51.7,37.4,0.3,1.4,59.8,41.3
Chester County Pennsylvania,Pennsylvania,50.9,6.1,3.9,6.5,85.5,40.3
Chesterfield County Virginia,Virginia,51.8,21.9,3.3,7.2,68.3,38.8
Chesterfield County South Carolina,South Carolina,51.4,32.6,0.4,3.6,62.8,40.3
Cheyenne County Colorado,Colorado,50.4,0.4,0.6,9.7,93.2,45.3
Cheyenne County Nebraska,Nebraska,50.3,0.2,1.6,6.1,94.1,41.8
Cheyenne County Kansas,Kansas,49.6,0.1,0.7,5.2,97.7,51.6
Chickasaw County Mississippi,Mississippi,52.5,42.1,0.3,3.7,54,39.6
Chickasaw County Iowa,Iowa,49.7,0.3,0.3,2.2,97.4,45.3
Chicot County Arkansas,Arkansas,50.9,54.1,0.5,4.6,41.2,44.6
Childress County Texas,Texas,41.5,9.9,0.7,26.8,82,41.8
Chilton County Alabama,Alabama,50.5,9.7,0.3,7.8,84.1,38.5
Chippewa County Minnesota,Minnesota,51,0.5,0.5,4.9,93.5,44.6
Chippewa County Wisconsin,Wisconsin,48.1,1.6,1.2,1.3,95.3,41.2
Chippewa County Michigan,Michigan,44.9,6.5,0.6,1.2,72.3,41
Chisago County Minnesota,Minnesota,48.5,1.2,0.9,1.5,95.8,39.7
Chittenden County Vermont,Vermont,51.3,2.1,2.8,1.8,92.5,37.5
Choctaw County Mississippi,Mississippi,52.1,30.1,0.1,0.9,68.4,42.9
Choctaw County Oklahoma,Oklahoma,51.8,10.9,0.3,2.8,64.9,42.9
Choctaw County Alabama,Alabama,51.7,43.4,0.1,0.5,55.8,44.8
Chouteau County Montana,Montana,50.8,0.1,0.4,1.6,75.8,42.1
Chowan County North Carolina,North Carolina,52.5,34.3,0.4,3.2,62,46.3
Christian County Missouri,Missouri,51.4,0.6,0.5,2.5,95.7,37.1
Christian County Kentucky,Kentucky,49.3,21.2,1,6.1,71.5,31.1
Christian County Illinois,Illinois,49.3,1.4,0.5,1.4,96.6,43.4
Churchill County Nevada,Nevada,49.7,1.6,2.7,12.1,82,39.9
Ciales Municipio Puerto Rico,Puerto Rico,50.7,4.2,0,99.7,89.5,36.8
Cibola County New Mexico,New Mexico,49.4,1,0.5,36.5,41.8,37.3
Cidra Municipio Puerto Rico,Puerto Rico,51.1,8.3,0.1,99.4,76.6,36.9
Cimarron County Oklahoma,Oklahoma,50.2,0.2,0.3,20.8,84.7,45.8
Citrus County Florida,Florida,51.6,2.8,1.4,4.7,93,54.8
Clackamas County Oregon,Oregon,50.8,0.8,3.7,7.7,88.2,41.8
Claiborne County Mississippi,Mississippi,52.9,84.4,0.4,0.8,14.2,34.5
Claiborne County Tennessee,Tennessee,51,0.9,0.5,0.8,96.9,42.1
Claiborne Parish Louisiana,Louisiana,44.1,50.8,0.2,1,47.5,44.1
Clallam County Washington,Washington,50.4,0.8,1.4,5.1,87,50.7
Clare County Michigan,Michigan,50.1,0.5,0.3,1.5,96.8,45.9
Clarendon County South Carolina,South Carolina,50.6,50.1,0.6,2.6,47,44.1
Clarion County Pennsylvania,Pennsylvania,51.6,1.2,0.5,0.6,97.2,39.8
Clark County Arkansas,Arkansas,52.3,23.5,0.5,4,71.8,35.1
Clark County Ohio,Ohio,51.6,8.8,0.6,2.8,86.3,41.8
Clark County Kansas,Kansas,51.5,0,0.8,7.4,92.4,47.7
Clark County Illinois,Illinois,51.3,0.3,0.3,1.1,98.1,43.5
Clark County Kentucky,Kentucky,51.2,4.8,0.4,2.5,92.2,41.1
Clark County Indiana,Indiana,51,6.9,0.8,4.9,87.1,39.2
Clark County Washington,Washington,50.6,2,4.1,7.6,85.4,37.6
Clark County Missouri,Missouri,50,0.3,0.3,0.6,98.2,43.3
Clark County South Dakota,South Dakota,49.8,0.2,0.1,1.7,98.1,46.7
Clark County Nevada,Nevada,49.7,10.5,8.7,29.1,60.9,36
Clark County Wisconsin,Wisconsin,49.3,0.2,0.4,3.7,96.1,38.4
Clark County Idaho,Idaho,44.7,0.7,0.5,40.5,72.4,35.3
Clarke County Alabama,Alabama,52.7,43.9,0.3,1,54.5,41.1
Clarke County Georgia,Georgia,52.5,26.6,4.2,10.4,61.9,25.7
Clarke County Mississippi,Mississippi,52.4,34.4,0.2,0.8,64.2,41.5
Clarke County Virginia,Virginia,50.2,5.3,0.9,3.5,90.2,45.4
Clarke County Iowa,Iowa,50.2,0.4,0.4,10,94.3,42.1
Clatsop County Oregon,Oregon,50.3,0.5,1.2,7.7,90.9,44.7
Clay County Georgia,Georgia,54.1,60.4,0.3,0.8,37.6,46.2
Clay County Mississippi,Mississippi,53.1,58.2,0.2,1,40.5,39.2
Clay County South Dakota,South Dakota,51.4,1.3,1.7,2,91.1,24.6
Clay County Missouri,Missouri,51.2,5.2,2.1,5.9,87.5,37.2
Clay County Arkansas,Arkansas,51.1,0.3,0.1,1.3,97.5,44.9
Clay County Florida,Florida,51,9.9,2.9,7.7,81.8,38.9
Clay County Iowa,Iowa,51,0.4,0.6,2.9,96.5,44.6
Clay County Alabama,Alabama,51,14.8,0.2,2.9,81.7,43.3
Clay County Illinois,Illinois,50.9,0.3,0.5,1.1,97.7,43.7
Clay County Texas,Texas,50.9,0.5,0.3,4.3,95.1,45.2
Clay County Indiana,Indiana,50.8,0.3,0.2,1.1,97.8,40.8
Clay County North Carolina,North Carolina,50.7,0.6,0.2,2.4,96.6,51.2
Clay County Minnesota,Minnesota,50.6,1.4,1.4,3.5,92.7,32.3
Clay County Kansas,Kansas,50.5,0.4,0.3,1.9,97.3,44.8
Clay County Tennessee,Tennessee,50.4,1.3,0.1,1.6,96.5,45.5
Clay County West Virginia,West Virginia,50.3,0.1,0.1,0.4,98.8,41.3
Clay County Nebraska,Nebraska,49.9,0.3,0.2,7.7,93,43.8
Clay County Kentucky,Kentucky,46.6,4.2,0.1,1.8,94.2,39.3
Clayton County Georgia,Georgia,52.1,66.1,5,13.7,18.9,33.1
Clayton County Iowa,Iowa,49.9,0.3,0.2,1.7,97.8,46
Clear Creek County Colorado,Colorado,47.9,0.6,0.6,4.7,95.3,46.7
Clearfield County Pennsylvania,Pennsylvania,48.4,2.3,0.5,2.3,95.4,44.9
Clearwater County Minnesota,Minnesota,49.7,0.3,0.2,1.4,87.2,43.6
Clearwater County Idaho,Idaho,45.9,0.2,0.7,3.1,93.9,50.2
Cleburne County Arkansas,Arkansas,50.8,0.3,0.2,2,96.8,47.8
Cleburne County Alabama,Alabama,50.2,3.3,0.2,2.1,94,41.5
Clermont County Ohio,Ohio,50.7,1.2,1,1.5,95.9,39.5
Cleveland County North Carolina,North Carolina,51.8,20.7,0.8,2.8,75.6,41.5
Cleveland County Arkansas,Arkansas,50.7,12.2,0.1,1.7,85.8,40.6
Cleveland County Oklahoma,Oklahoma,50,4.2,3.8,7,79.3,33.9
Clinch County Georgia,Georgia,51.2,27.7,0.2,3.5,67.4,37.5
Clinton County Ohio,Ohio,51,2.2,0.5,1.3,94.7,39.7
Clinton County Pennsylvania,Pennsylvania,51,1.6,0.5,1.1,96.5,39.6
Clinton County Michigan,Michigan,50.8,2.1,1.5,3.9,92.9,39.1
Clinton County Iowa,Iowa,50.8,2.6,0.6,2.5,94,42.8
Clinton County Indiana,Indiana,50.6,0.4,0.2,13.2,91,38.9
Clinton County Kentucky,Kentucky,50,0.4,0.1,2.2,96.7,42.6
Clinton County Missouri,Missouri,49.8,1.4,0.3,1.6,95.5,41.6
Clinton County New York,New York,48.7,3.9,1.1,2.5,92.5,40.2
Clinton County Illinois,Illinois,48.3,3.5,0.4,2.8,93.4,41.1
Cloud County Kansas,Kansas,51.1,0.5,0.2,3,96.4,44.6
Coahoma County Mississippi,Mississippi,54.1,75.5,0.5,1.1,22.9,34.9
Coal County Oklahoma,Oklahoma,50.6,0.5,0.2,2.6,74.3,43.3
Coamo Municipio Puerto Rico,Puerto Rico,51.3,10.4,0.1,99.6,76.8,36
Cobb County Georgia,Georgia,51.4,25,4.5,12.3,62.2,36.4
Cochise County Arizona,Arizona,49,4.2,1.9,32.4,78.5,41.8
Cochran County Texas,Texas,50.9,4,0.2,52.9,73.2,36.1
Cocke County Tennessee,Tennessee,51.5,1.9,0.3,1.8,95.1,43.8
Coconino County Arizona,Arizona,50.4,1.2,1.4,13.5,61.7,31.4
Codington County South Dakota,South Dakota,50.2,0.3,0.4,1.6,95.3,39.5
Coffee County Tennessee,Tennessee,51.4,3.5,0.9,3.8,92,40.8
Coffee County Alabama,Alabama,50.6,16.7,1.3,6.4,74.7,39.3
Coffee County Georgia,Georgia,49.3,26.6,0.7,10.3,64.7,36.1
Coffey County Kansas,Kansas,50.6,0.5,0.4,2,96.5,44.1
Coke County Texas,Texas,51,0.2,0.2,18.1,91.4,49.2
Colbert County Alabama,Alabama,51.9,16.1,0.4,2,80.5,43.3
Cole County Missouri,Missouri,49.5,11.2,1.3,2.4,84.4,38.8
Coleman County Texas,Texas,50.4,2.2,0.4,16,88.2,46.9
Coles County Illinois,Illinois,51.8,3.8,1,2.1,92.9,32.5
Colfax County New Mexico,New Mexico,49.1,0.5,0.4,47.2,83.8,47.8
Colfax County Nebraska,Nebraska,48.4,0.8,0.3,41,72.6,35.6
Colleton County South Carolina,South Carolina,51.8,39,0.3,2.8,57,41.6
Collier County Florida,Florida,50.7,6.6,1.1,25.9,83.9,48.5
Collin County Texas,Texas,50.9,8.5,11.2,14.7,71.6,35.6
Collingsworth County Texas,Texas,51,4.4,0.1,30,76.5,41.3
Colonial Heights city Virginia,Virginia,53.7,10.2,3.3,3.9,82.3,43.9
Colorado County Texas,Texas,50.4,13.1,0.4,26.1,75.1,44.9
Colquitt County Georgia,Georgia,50.4,22.4,0.6,17.1,64.7,36.5
Columbia County Arkansas,Arkansas,52.3,36.9,0.7,2.2,59.9,38.6
Columbia County Pennsylvania,Pennsylvania,52,1.9,0.8,2,95.4,40.4
Columbia County Georgia,Georgia,51.4,14.9,3.8,5,76.5,37.9
Columbia County Washington,Washington,50.4,0.3,0.6,6.2,93,49
Columbia County Oregon,Oregon,49.9,0.4,0.9,4,92.5,41.8
Columbia County New York,New York,49.7,4.5,1.6,3.9,90.6,46.2
Columbia County Wisconsin,Wisconsin,49.1,1.3,0.5,2.5,95.8,42.1
Columbia County Florida,Florida,48.2,17.5,0.9,4.9,77.9,41.9
Columbiana County Ohio,Ohio,49.8,2.2,0.3,1.2,95.5,43.9
Columbus County North Carolina,North Carolina,50.5,30.5,0.3,4.6,61.5,41.9
Colusa County California,California,48.6,0.9,1.3,55.1,64.7,34.6
Comal County Texas,Texas,50.9,1.6,0.8,24.9,89.5,43.4
Comanche County Kansas,Kansas,51.8,0.3,0.3,3.9,96.5,48.4
Comanche County Texas,Texas,50.7,0.4,0.3,25.8,88.9,43.7
Comanche County Oklahoma,Oklahoma,48.5,17.5,2.2,11.2,64.5,32.9
Comer’_o Municipi Puerto Rico,Puerto Rico,50.2,8.6,0.1,99.6,78.6,36.5
Concho County Texas,Texas,31.7,1.9,0.3,53.2,86.9,46.1
Concordia Parish Louisiana,Louisiana,49.7,40.9,0.2,1,57.4,40.3
Conecuh County Alabama,Alabama,51.5,46.5,0.1,1.2,51.3,44.4
Conejos County Colorado,Colorado,50.4,0.3,0.3,56,76.2,38.3
Contra Costa County California,California,51.2,9.3,14.4,24.4,58.6,39.7
Converse County Wyoming,Wyoming,49.3,0.3,0.3,6.3,95.1,39.5
Conway County Arkansas,Arkansas,50.5,11.2,0.4,3.6,84.2,41.7
Cook County Illinois,Illinois,51.6,24.8,6.2,24,55.4,36.6
Cook County Georgia,Georgia,51.4,27.3,0.7,5.9,67,37.4
Cook County Minnesota,Minnesota,50.1,0.3,0.5,1.1,88.1,50.1
Cooke County Texas,Texas,50.4,2.7,0.8,15.6,85.7,40.8
Cooper County Missouri,Missouri,47.3,6.9,0.4,1.3,90.4,42.5
Coos County Oregon,Oregon,50.7,0.4,1,5.4,89.8,48.3
Coos County New Hampshire,New Hampshire,49.2,0.4,0.5,1.2,96.9,47.7
Coosa County Alabama,Alabama,50.4,31,0.1,2,66.3,45
Copiah County Mississippi,Mississippi,51.7,50.9,0.3,2.6,46.3,38.8
Corozal Municipio Puerto Rico,Puerto Rico,51.2,5.3,0.1,99.4,85.4,35.8
Corson County South Dakota,South Dakota,49,0.1,0.3,2.6,29.7,29.9
Cortland County New York,New York,51.2,1.5,0.8,2.2,95.1,36.4
Coryell County Texas,Texas,51.1,15.8,1.9,15.9,70.3,31.3
Coshocton County Ohio,Ohio,50.6,1.1,0.3,0.8,97,42.1
Costilla County Colorado,Colorado,48.3,0.7,1,66,68,49.4
Cottle County Texas,Texas,52.6,8.8,0,21,80.5,48.1
Cotton County Oklahoma,Oklahoma,50.8,2.1,0.2,5.6,81.3,42.1
Cottonwood County Minnesota,Minnesota,50.7,0.7,2.7,6.2,92.2,45.7
Covington city Virginia,Virginia,51.6,12.5,0.6,1.5,84.1,44.5
Covington County Alabama,Alabama,51.6,12.5,0.4,1.3,84.8,44.1
Covington County Mississippi,Mississippi,51.4,34.9,0.2,1.9,63,38.6
Coweta County Georgia,Georgia,51.1,17.3,1.5,6.7,75.9,37.4
Cowley County Kansas,Kansas,50.1,2.8,1.6,9.1,86.2,39.8
Cowlitz County Washington,Washington,50.6,0.6,1.5,7.8,88.9,40.8
Craig County Virginia,Virginia,50.6,0.1,0.2,0.7,98.7,45.5
Craig County Oklahoma,Oklahoma,49.2,3,0.7,2.5,66.7,43.7
Craighead County Arkansas,Arkansas,51.2,13.1,1.1,4.4,81.2,34.6
Crane County Texas,Texas,51,2.9,0.4,55.1,74.1,35.8
Craven County North Carolina,North Carolina,50.3,22.4,2,6.1,70,38.9
Crawford County Ohio,Ohio,51.4,0.9,0.4,1.2,97.2,43.1
Crawford County Pennsylvania,Pennsylvania,51.2,1.7,0.5,0.9,96.3,42.6
Crawford County Arkansas,Arkansas,50.7,1.2,1.4,6.1,89.1,38.4
Crawford County Kansas,Kansas,50.4,2,1.2,4.5,91.2,35.2
Crawford County Missouri,Missouri,50.2,0.3,0.3,1.5,97.3,41.4
Crawford County Michigan,Michigan,49.8,0.4,0.4,1.3,97.5,47.9
Crawford County Georgia,Georgia,49.5,22.3,0.3,2.4,74.6,42.4
Crawford County Indiana,Indiana,49.3,0.2,0.2,1.2,97.4,42.1
Crawford County Iowa,Iowa,49.2,1.2,0.6,24.2,82.9,40.4
Crawford County Wisconsin,Wisconsin,48.5,1.8,0.4,0.9,96.6,46.2
Crawford County Illinois,Illinois,48.1,4.7,0.5,1.8,92.8,44.2
Creek County Oklahoma,Oklahoma,50.5,2.2,0.3,3.1,79.7,41.1
Crenshaw County Alabama,Alabama,51.7,23.4,1.4,1.5,72.6,42.5
Crisp County Georgia,Georgia,52.1,43,0.8,3.2,53.3,39.6
Crittenden County Arkansas,Arkansas,52.5,51.2,0.6,2,46.1,35.4
Crittenden County Kentucky,Kentucky,50.1,0.8,0.2,0.5,97.7,43.9
Crockett County Tennessee,Tennessee,52,12.6,0.2,8.7,78.7,40.3
Crockett County Texas,Texas,50.8,0.8,0.3,63.2,83.1,39
Crook County Oregon,Oregon,50.4,0.2,0.5,7,92.7,46.3
Crook County Wyoming,Wyoming,48.5,0.2,0.2,2,97.2,44.5
Crosby County Texas,Texas,51.9,3.4,0.1,52.3,79,38.8
Cross County Arkansas,Arkansas,51.8,22.2,0.5,1.5,75.5,40.9
Crow Wing County Minnesota,Minnesota,50.2,0.5,0.4,1,96.6,43.5
Crowley County Colorado,Colorado,27.9,9.6,1,29,77.4,45.3
Culberson County Texas,Texas,51.3,0.6,1,76.2,78.9,39.1
Culebra Municipio Puerto Rico,Puerto Rico,49.3,26.6,0.2,91.7,56.9,39
Cullman County Alabama,Alabama,50.6,1.1,0.4,4.3,94.7,41.4
Culpeper County Virginia,Virginia,49.3,15.8,1.3,8.9,75.1,38.8
Cumberland County North Carolina,North Carolina,51.7,36.7,2.2,9.5,51.4,32.9
Cumberland County Virginia,Virginia,51.6,32.6,0.3,1.8,63.9,42.6
Cumberland County Maine,Maine,51.5,2.4,2,1.8,92.8,42.3
